Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Samuel Chukwueze,ng NGA,"FW,MF",26-188,5,0,108.0,1.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.3,1.9,10.0,7.0,13.0,0.0,1.67,1.67,0.0,1.67,0.49,1.1,1.59,0.49,1.59,Matches,Fulham
Antonee Robinson,us USA,DF,28-110,3,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Fulham
Harrison Reed,eng ENG,MF,30-303,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Jonah Kusi-Asare,se SWE,FW,18-145,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Samuel Amissah,eng ENG,DF,18-264,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Benjamin Lecomte,fr FRA,GK,34-214,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Andreas Pereira,br BRA,MF,29-329,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Squad Total,,,28.3,12,132,1080.0,12.0,10.0,7.0,17.0,10.0,0.0,0.0,24.0,0.0,12.8,12.8,9.7,22.6,240.0,432.0,426.0,0.83,0.58,1.42,0.83,1.42,1.07,0.81,1.88,1.07,1.88,,Fulham
Opponent Total,,,26.7,12,132,1080.0,12.0,15.0,10.0,25.0,13.0,2.0,3.0,18.0,1.0,14.6,12.3,9.4,21.7,203.0,467.0,464.0,1.25,0.83,2.08,1.08,1.92,1.22,0.78,2.0,1.02,1.8,,Fulham
Elliot Anderson,eng ENG,MF,23-020,12,12,1080.0,12.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.7,0.9,1.8,2.6,15.0,100.0,32.0,0.08,0.08,0.17,0.0,0.08,0.14,0.15,0.28,0.07,0.22,Matches,Nott'ham Forest
Nikola Milenković,rs SRB,DF,28-045,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,0.9,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Nott'ham Forest
Matz Sels,be BEL,GK,33-273,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Nott'ham Forest
Neco Williams,wls WAL,DF,24-227,12,12,1080.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,1.1,1.8,25.0,49.0,58.0,0.08,0.08,0.17,0.08,0.17,0.06,0.09,0.15,0.06,0.15,Matches,Nott'ham Forest
Morgan Gibbs-White,eng ENG,"MF,FW",25-303,12,11,996.0,11.1,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.8,2.8,0.7,3.5,26.0,68.0,86.0,0.27,0.09,0.36,0.27,0.36,0.26,0.06,0.32,0.26,0.32,Matches,Nott'ham Forest
Dan Ndoye,ch SUI,FW,25-032,11,11,839.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.9,1.4,35.0,22.0,77.0,0.11,0.11,0.21,0.11,0.21,0.05,0.1,0.15,0.05,0.15,Matches,Nott'ham Forest
Murillo,br BRA,DF,23-145,9,9,739.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.4,3.0,40.0,0.0,0.12,0.0,0.12,0.12,0.12,0.03,0.02,0.05,0.03,0.05,Matches,Nott'ham Forest
Ibrahim Sangaré,ci CIV,MF,27-359,9,7,591.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.1,0.7,5.0,39.0,3.0,0.15,0.0,0.15,0.15,0.15,0.09,0.01,0.1,0.09,0.1,Matches,Nott'ham Forest
Chris Wood,nz NZL,FW,33-354,8,7,540.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.7,2.7,0.2,2.9,0.0,7.0,16.0,0.33,0.0,0.33,0.33,0.33,0.45,0.03,0.48,0.45,0.48,Matches,Nott'ham Forest
Callum Hudson-Odoi,eng ENG,FW,25-019,11,6,575.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.9,2.5,36.0,29.0,80.0,0.16,0.0,0.16,0.16,0.16,0.09,0.3,0.39,0.09,0.39,Matches,Nott'ham Forest
Nicolò Savona,it ITA,"DF,MF",22-252,7,5,521.0,5.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,1.3,7.0,17.0,25.0,0.35,0.0,0.35,0.35,0.35,0.21,0.02,0.23,0.21,0.23,Matches,Nott'ham Forest
Morato,br BRA,DF,24-149,6,5,439.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nott'ham Forest
Igor Jesus,br BRA,"FW,MF",24-274,11,4,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.1,1.9,2.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.39,0.02,0.42,0.39,0.42,Matches,Nott'ham Forest
Douglas Luiz,br BRA,MF,27-201,4,4,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.27,0.28,0.01,0.28,Matches,Nott'ham Forest
Ola Aina,ng NGA,DF,29-049,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,5.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Nott'ham Forest
Oleksandr Zinchenko,ua UKR,DF,28-346,3,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,6.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.18,0.02,0.18,Matches,Nott'ham Forest
Nicolás Domínguez,ar ARG,"FW,MF",27-151,4,3,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Matches,Nott'ham Forest
Dilane Bakwa,fr FRA,"FW,MF",23-092,4,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,6.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.27,0.07,0.27,Matches,Nott'ham Forest
Ryan Yates,eng ENG,MF,28-005,8,1,250.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,1.0,12.0,1.0,0.0,0.36,0.36,0.0,0.36,0.01,0.05,0.06,0.01,0.06,Matches,Nott'ham Forest
Taiwo Awoniyi,ng NGA,FW,28-106,4,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.22,0.13,0.22,Matches,Nott'ham Forest
James Mcatee,eng ENG,"MF,FW",23-039,4,1,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.25,0.26,0.01,0.26,Matches,Nott'ham Forest
Jair Cunha,br BRA,DF,20-264,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest
Omari Hutchinson,eng ENG,"FW,MF",22-027,7,0,164.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.2,2.1,10.0,5.0,25.0,0.0,0.55,0.55,0.0,0.55,0.49,0.67,1.16,0.49,1.16,Matches,Nott'ham Forest
Arnaud Kalimuendo,fr FRA,FW,23-310,6,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.44,0.02,0.46,0.44,0.46,Matches,Nott'ham Forest
Jota Silva,pt POR,FW,26-117,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest
Zach Abbott,eng ENG,DF,19-197,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest
Willy Boly,ci CIV,DF,34-296,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest
Angus Gunn,sct SCO,GK,29-308,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest
John,br BRA,GK,29-286,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest
Squad Total,,,26.5,12,132,1080.0,12.0,13.0,6.0,19.0,12.0,1.0,1.0,20.0,0.0,15.1,14.3,10.9,25.1,202.0,510.0,501.0,1.08,0.5,1.58,1.0,1.5,1.26,0.91,2.16,1.19,2.1,,Nott'ham Forest
Opponent Total,,,26.3,12,132,1080.0,12.0,20.0,13.0,33.0,17.0,3.0,3.0,20.0,1.0,18.5,16.2,13.4,29.6,211.0,483.0,477.0,1.67,1.08,2.75,1.42,2.5,1.54,1.11,2.66,1.35,2.46,,Nott'ham Forest
Jarrod Bowen,eng ENG,"FW,MF",28-341,12,12,1080,12.0,3,1,4,3,0,0,0,0,1.6,1.6,1.8,3.3,35,23,81,0.25,0.08,0.33,0.25,0.33,0.13,0.15,0.28,0.13,0.28,Matches,West Ham
Max Kilman,eng ENG,DF,28-187,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.5,0.5,0.2,0.7,4,26,1,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,West Ham
El Hadji Malick Diouf,sn SEN,"DF,MF",20-333,12,11,1035,11.5,0,3,3,0,0,0,1,0,0.2,0.2,0.7,1.0,14,32,45,0.00,0.26,0.26,0.00,0.26,0.02,0.06,0.08,0.02,0.08,Matches,West Ham
Lucas Paquetá,br BRA,"MF,FW",28-091,11,11,958,10.6,3,0,3,2,1,1,5,0,1.9,1.1,1.1,2.1,6,71,40,0.28,0.00,0.28,0.19,0.19,0.18,0.10,0.27,0.10,0.20,Matches,West Ham
Mateus Fernandes,pt POR,"MF,FW",21-139,10,9,716,8.0,1,1,2,1,0,0,1,0,0.5,0.5,0.9,1.4,9,28,14,0.13,0.13,0.25,0.13,0.25,0.06,0.11,0.17,0.06,0.17,Matches,West Ham
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,West Ham
Alphonse Areola,fr FRA,GK,32-272,8,8,720,8.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00,Matches,West Ham
Crysencio Summerville,nl NED,"FW,MF",24-027,9,8,640,7.1,0,1,1,0,0,0,3,0,1.0,1.0,0.3,1.2,16,20,43,0.00,0.14,0.14,0.00,0.14,0.13,0.04,0.17,0.13,0.17,Matches,West Ham
Aaron Wan-Bissaka,cd COD,"DF,MF",28-000,8,7,651,7.2,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,13,21,34,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,West Ham
Jean-Clair Todibo,fr FRA,DF,25-331,7,7,576,6.4,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,5,19,1,0.00,0.16,0.16,0.00,0.16,0.00,0.02,0.02,0.00,0.02,Matches,West Ham
Kyle Walker-Peters,eng ENG,DF,28-227,11,5,515,5.7,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.2,13,16,21,0.17,0.00,0.17,0.17,0.17,0.20,0.01,0.21,0.20,0.21,Matches,West Ham
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,West Ham
Konstantinos Mavropanos,gr GRE,DF,27-350,6,5,495,5.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,17,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,West Ham
Tomáš Souček,cz CZE,"MF,FW",30-272,9,5,464,5.2,2,0,2,2,0,0,0,1,2.3,2.3,0.0,2.3,1,11,8,0.39,0.00,0.39,0.39,0.39,0.44,0.01,0.45,0.44,0.45,Matches,West Ham
James Ward-Prowse,eng ENG,MF,31-025,5,5,413,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,1,20,8,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.23,0.03,0.23,Matches,West Ham
Niclas Füllkrug,de GER,FW,32-290,7,5,396,4.4,0,0,0,0,0,0,0,0,0.8,0.8,0.6,1.3,1,5,16,0.00,0.00,0.00,0.00,0.00,0.18,0.13,0.31,0.18,0.31,Matches,West Ham
Callum Wilson,eng ENG,FW,33-272,9,4,420,4.7,4,0,4,4,0,0,0,0,2.6,2.6,0.1,2.7,4,3,18,0.86,0.00,0.86,0.86,0.86,0.56,0.02,0.58,0.56,0.58,Matches,West Ham
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,West Ham
Mads Hermansen,dk DEN,GK,25-138,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,West Ham
Freddie Potts,eng ENG,MF,22-075,7,3,375,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,11,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,West Ham
Soungoutou Magassa,fr FRA,MF,22-049,6,2,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,West Ham
Nayef Aguerd,ma MAR,DF,29-241,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,West Ham
Andy Irving,sct SCO,MF,25-197,6,2,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,West Ham
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,West Ham
Oliver Scarles,eng ENG,"DF,MF",19-349,2,2,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,West Ham
Igor,br BRA,DF,27-292,4,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,West Ham
Luis Guilherme,br BRA,"FW,MF",19-290,4,1,102,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,5,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,West Ham
Guido Rodríguez,ar ARG,MF,31-228,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,West Ham
Callum Marshall,nir NIR,FW,20-363,2,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches,West Ham
Edson Álvarez,mx MEX,"DF,MF",28-033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham
George Earthy,eng ENG,MF,21-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham
Łukasz Fabiański,pl POL,GK,40-222,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham
Airidas Golambeckis,eng ENG,DF,18-022,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham
Ezra Mayers,bb BRB,DF,18-314,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham
Squad Total,,,27.2,12,132,1080,12.0,14,8,22,13,1,1,19,1,13.0,12.2,7.5,19.6,130,355,350,1.17,0.67,1.83,1.08,1.75,1.08,0.62,1.70,1.01,1.64,,West Ham
Opponent Total,,,26.5,12,132,1080,12.0,25,15,40,23,2,2,19,0,20.3,18.7,13.2,31.9,251,534,528,2.08,1.25,3.33,1.92,3.17,1.69,1.10,2.79,1.56,2.66,,West Ham
Joe Rodon,wls WAL,DF,28-035,12,12,1080.0,12.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.0,11.0,56.0,0.0,0.17,0.0,0.17,0.17,0.17,0.06,0.03,0.09,0.06,0.09,Matches,Leeds United
Jayden Bogle,eng ENG,DF,25-122,12,12,1048.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.3,0.9,25.0,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Leeds United
Gabriel Gudmundsson,se SWE,DF,26-211,12,12,1001.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.6,1.9,30.0,36.0,45.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17,Matches,Leeds United
Sean Longstaff,eng ENG,MF,28-027,12,10,878.0,9.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,2.1,2.8,3.0,31.0,14.0,0.1,0.21,0.31,0.1,0.31,0.08,0.21,0.29,0.08,0.29,Matches,Leeds United
Ethan Ampadu,wls WAL,MF,25-073,10,10,877.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,12.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06,Matches,Leeds United
Anton Stach,de GER,MF,27-011,11,10,821.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,1.1,2.2,14.0,45.0,23.0,0.11,0.11,0.22,0.11,0.22,0.12,0.12,0.24,0.12,0.24,Matches,Leeds United
Pascal Struijk,nl NED,DF,26-107,10,9,819.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.1,0.9,3.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.1,0.1,0.1,Matches,Leeds United
Brenden Aaronson,us USA,"FW,MF",25-035,12,9,790.0,8.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.3,3.3,18.0,21.0,42.0,0.11,0.11,0.23,0.11,0.23,0.23,0.15,0.38,0.23,0.38,Matches,Leeds United
Noah Okafor,ch SUI,"FW,MF",25-186,9,8,596.0,6.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.4,1.4,0.6,2.0,21.0,16.0,45.0,0.3,0.0,0.3,0.3,0.3,0.2,0.1,0.3,0.2,0.3,Matches,Leeds United
Dominic Calvert-Lewin,eng ENG,FW,28-255,10,7,634.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.2,2.2,0.9,3.1,6.0,7.0,32.0,0.14,0.0,0.14,0.14,0.14,0.31,0.13,0.43,0.31,0.43,Matches,Leeds United
Lucas Perri,br BRA,GK,27-351,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United
Karl Darlow,wls WAL,GK,35-049,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United
Ao Tanaka,jp JPN,MF,27-077,9,4,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,3.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,Leeds United
Lukas Nmecha,de GER,FW,26-347,12,3,349.0,3.9,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.8,2.1,0.2,2.2,6.0,3.0,22.0,0.77,0.0,0.77,0.52,0.52,0.72,0.04,0.76,0.54,0.57,Matches,Leeds United
Daniel James,wls WAL,"FW,MF",28-016,9,3,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.4,16.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.4,0.22,0.4,Matches,Leeds United
Jaka Bijol,si SVN,DF,26-294,3,3,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Leeds United
Wilfried Gnonto,it ITA,FW,22-021,5,3,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,4.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Matches,Leeds United
Ilia Gruev,bg BUL,MF,25-204,5,2,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United
Joël Piroe,nl NED,"FW,MF",26-116,6,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,Leeds United
Jack Harrison,eng ENG,"FW,DF",29-006,10,1,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,8.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.23,0.09,0.23,Matches,Leeds United
James Justin,eng ENG,DF,27-276,5,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United
Sam Byram,eng ENG,DF,32-071,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United
Sebastiaan Bornauw,be BEL,DF,26-249,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds United
Harry Gray,eng ENG,FW,17-049,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds United
Illan Meslier,fr FRA,GK,25-269,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds United
Largie Ramazani,be BEL,"FW,MF",24-272,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds United
Squad Total,,,27.0,12,132,1080.0,12.0,11.0,4.0,15.0,10.0,1.0,1.0,21.0,0.0,14.3,13.6,9.8,23.5,183.0,381.0,374.0,0.92,0.33,1.25,0.83,1.17,1.2,0.82,2.02,1.14,1.96,,Leeds United
Opponent Total,,,26.8,12,132,1080.0,12.0,21.0,14.0,35.0,19.0,2.0,2.0,18.0,0.0,16.1,14.6,10.6,25.2,165.0,446.0,443.0,1.75,1.17,2.92,1.58,2.75,1.34,0.89,2.23,1.21,2.1,,Leeds United
Martin Dúbravka,sk SVK,GK,36-315,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Kyle Walker,eng ENG,DF,35-182,12,12,1080.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.5,0.6,16.0,30.0,17.0,0.0,0.08,0.08,0.0,0.08,0.01,0.04,0.05,0.01,0.05,Matches,Burnley
Maxime Estève,fr FRA,DF,23-184,12,12,1071.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,3.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Burnley
